#number	2	40	fit1	1	fit2	2	41	41	42	42
1	0	0	233	12	903	74	519	195	1177	183
2	0	0	234	12	904	53	520	178	1178	168
3	2	0	235	15	905	56	521	188	1179	144
4	0	0	236	17	906	58	522	174	1180	170
5	0	0	237	21	907	69	523	203	1181	185
6	0	0	238	22	908	66	524	209	1182	169
7	0	0	239	25	909	63	525	192	1183	180
8	0	0	240	23	910	68	526	184	1184	164
9	0	0	241	21	911	64	527	214	1185	179
10	0	0	242	26	912	79	528	178	1186	181
11	0	0	243	17	913	67	529	208	1187	189
12	0	0	244	38	914	79	530	208	1188	176
13	0	0	245	34	915	79	531	208	1189	162
14	0	0	246	42	916	70	532	215	1190	144
15	0	0	247	39	917	74	533	197	1191	209
16	0	0	248	28	918	73	534	191	1192	191
17	2	3	249	36	919	74	535	225	1193	164
18	3	5	250	42	920	78	536	216	1194	184
19	7	5	251	42	921	74	537	227	1195	176
20	8	5	252	39	922	75	538	221	1196	182
21	3	1	253	46	923	80	539	237	1197	190
22	4	6	254	33	924	82	540	215	1198	180
23	4	1	255	43	925	78	541	218	1199	172
24	5	8	256	64	926	73	542	231	1200	214
25	4	5	257	57	927	75	543	240	1201	188
26	2	2	258	61	928	103	544	247	1202	193
27	4	6	259	68	929	82	545	219	1203	165
28	4	9	260	53	930	89	546	212	1204	236
29	6	3	261	75	931	108	547	236	1205	190
30	10	8	262	68	932	88	548	215	1206	195
31	6	5	263	84	933	106	549	221	1207	175
32	8	7	264	59	934	105	550	226	1208	206
33	5	4	265	73	935	99	551	245	1209	206
34	6	10	266	80	936	100	552	262	1210	193
35	5	2	267	72	937	93	553	213	1211	227
36	5	2	268	84	938	88	554	252	1212	211
37	7	5	269	90	939	99	555	250	1213	188
38	5	6	270	94	940	106	556	298	1214	209
39	6	2	271	100	941	106	557	253	1215	174
40	6	5	272	74	942	114	558	263	1216	210
41	3	3	273	90	943	109	559	240	1217	206
42	3	3	274	96	944	107	560	261	1218	186
43	6	5	275	101	945	134	561	268	1219	207
44	7	6	276	119	946	104	562	246	1220	226
45	9	1	277	108	947	114	563	259	1221	200
46	6	7	278	129	948	121	564	276	1222	229
47	3	8	279	134	949	121	565	290	1223	197
48	4	8	280	135	950	147	566	296	1224	224
49	8	6	281	135	951	109	567	269	1225	214
50	6	6	282	112	952	133	568	310	1226	235
51	0	6	283	128	953	124	569	310	1227	216
52	4	5	284	129	954	120	570	334	1228	239
53	7	5	285	106	955	128	571	288	1229	218
54	6	4	286	142	956	123	572	338	1230	207
55	9	5	287	140	957	150	573	315	1231	227
56	4	5	288	104	958	125	574	324	1232	239
57	7	6	289	139	959	154	575	307	1233	238
58	8	7	290	131	960	127	576	286	1234	250
59	5	3	291	133	961	141	577	335	1235	230
60	3	5	292	158	962	146	578	302	1236	247
61	8	7	293	146	963	138	579	333	1237	236
62	3	5	294	170	964	149	580	337	1238	244
63	3	7	295	120	965	165	581	334	1239	242
64	6	5	296	157	966	157	582	315	1240	264
65	7	5	297	169	967	176	583	335	1241	223
66	2	6	298	148	968	167	584	341	1242	244
67	7	3	299	159	969	186	585	319	1243	301
68	4	3	300	148	970	178	586	312	1244	236
69	6	2	301	162	971	176	587	318	1245	233
70	4	2	302	173	972	157	588	324	1246	231
71	7	5	303	152	973	187	589	323	1247	307
72	7	6	304	181	974	188	590	343	1248	276
73	6	4	305	184	975	173	591	313	1249	244
74	6	6	306	175	976	190	592	366	1250	278
75	4	6	307	185	977	166	593	335	1251	282
76	3	4	308	199	978	193	594	311	1252	258
77	7	4	309	205	979	193	595	339	1253	249
78	3	4	310	211	980	207	596	322	1254	268
79	7	6	311	194	981	183	597	378	1255	272
80	2	3	312	214	982	197	598	343	1256	256
81	11	6	313	202	983	213	599	367	1257	257
82	2	8	314	214	984	204	600	324	1258	287
83	6	6	315	211	985	205	601	347	1259	259
84	4	7	316	233	986	217	602	297	1260	279
85	7	4	317	212	987	211	603	350	1261	285
86	4	6	318	228	988	193	604	370	1262	266
87	8	4	319	211	989	194	605	360	1263	268
88	9	3	320	254	990	211	606	375	1264	255
89	11	8	321	238	991	233	607	394	1265	274
90	5	5	322	228	992	213	608	384	1266	272
91	4	2	323	249	993	204	609	359	1267	276
92	3	5	324	260	994	232	610	383	1268	269
93	6	6	325	250	995	231	611	404	1269	291
94	7	5	326	262	996	252	612	373	1270	298
95	5	8	327	284	997	259	613	427	1271	293
96	2	4	328	264	998	229	614	370	1272	325
97	7	7	329	296	999	228	615	396	1273	298
98	4	5	330	291	1000	255	616	365	1274	311
99	10	9	331	260	1001	248	617	392	1275	312
100	4	2	332	291	1002	246	618	410	1276	292
101	7	7	333	309	1003	256	619	419	1277	298
102	13	7	334	316	1004	260	620	428	1278	322
103	3	10	335	307	1005	236	621	424	1279	321
104	5	3	336	349	1006	275	622	421	1280	275
105	7	5	337	317	1007	274	623	481	1281	282
106	5	3	338	340	1008	319	624	516	1282	310
107	6	6	339	361	1009	278			1283	300
108	5	6	340	336	1010	265			1284	302
109	5	3	341	370	1011	261			1285	287
110	6	6	342	347	1012	291			1286	316
111	4	8	343	332	1013	285			1287	334
112	4	6	344	326	1014	294			1288	311
113	10	4	345	361	1015	279			1289	288
114	3	4	346	354	1016	307			1290	342
115	3	3	347	403	1017	306			1291	333
116	7	6	348	392	1018	282			1292	356
117	8	5	349	403	1019	311				
118	6	7	350	444	1020	347				
119	3	6	351	420	1021	289				
120	6	3	352	394	1022	329				
121	6	4	353	391	1023	307				
122	9	4	354	413	1024	304				
123	4	8	355	399	1025	325				
124	5	5	356	406	1026	338				
125	5	3	357	417	1027	330				
126	9	11	358	436	1028	335				
127	3	5	359	401	1029	359				
128	9	2	360	445	1030	331				
129	4	5	361	459	1031	315				
130	3	5	362	447	1032	345				
131	2	6	363	495	1033	342				
132	5	2	364	470	1034	321				
133	6	4	365	432	1035	342				
134	7	4	366	464	1036	377				
135	7	5	367	453	1037	357				
136	7	7	368	471	1038	324				
137	5	3	369	440	1039	364				
138	9	6	370	502	1040	352				
139	4	3	371	492	1041	410				
140	12	5	372	512	1042	371				
141	5	2	373	464	1043	385				
142	4	5	374	512	1044	390				
143	4	4	375	509	1045	391				
144	6	6	376	502	1046	358				
145	3	7	377	549	1047	365				
146	6	4	378	565	1048	411				
147	3	5	379	505	1049	415				
148	4	4	380	541	1050	356				
149	6	3	381	531	1051	408				
150	6	5	382	580	1052	399				
151	5	5	383	532	1053	419				
152	7	1	384	582	1054	426				
153	8	7	385	592	1055	414				
154	2	3	386	574	1056	420				
155	11	6	387	583	1057	482				
156	6	6	388	597	1058	395				
157	6	9	389	543	1059	410				
158	4	5	390	611	1060	454				
159	8	4	391	594	1061	409				
160	5	3	392	665	1062	463				
161	3	6	393	586	1063	460				
162	5	6	394	577	1064	436				
163	2	3	395	652	1065	447				
164	9	7	396	650	1066	441				
165	3	4	397	677	1067	425				
166	6	1	398	658	1068	470				
167	4	2	399	644	1069	484				
168	4	2	400	654	1070	451				
169	7	2	401	663	1071	443				
170	6	5	402	616	1072	470				
171	2	6	403	684	1073	500				
172	7	4	404	704	1074	505				
173	2	6	405	704	1075	467				
174	6	6	406	681	1076	509				
175	4	6	407	700	1077	494				
176	10	3	408	748	1078	515				
177	2	3	409	733	1079	521				
178	9	7	410	716	1080	536				
179	5	5	411	756	1081	527				
